caller_id,called_id,link_type
8864,8866,Call
8868,8867,Call
8870,8868,Call
8870,8869,Call
8871,1334,Call
8871,8870,Call
8872,1334,Call
8872,8870,Call
8872,8871,Call
8873,8871,Call
8873,8872,Call
8875,8874,Call
8877,8875,Call
8879,8877,Call
8879,8878,Call
8881,8877,Call
8881,8880,Call
8883,8877,Call
8883,8882,Call
8885,8879,Call
8885,8881,Call
8885,8883,Call
8885,8884,Call
8886,8885,Call
8889,8888,Call
8891,8889,Call
8893,8891,Call
8893,8892,Call
8895,8891,Call
8895,8894,Call
8897,8891,Call
8897,8896,Call
8899,8893,Call
8899,8895,Call
8899,8897,Call
8899,8898,Call
8900,8899,Call
8902,8903,Call
8902,8904,Call
8902,8905,Call
8906,8910,Call
8907,8906,Call
8907,8910,Call
8908,8907,Call
8908,8909,Call
8913,8914,Call
8916,8915,Call
8918,8916,Call
8918,8917,Call
8919,8918,Call
8920,8918,Call
8920,8919,Call
8921,8918,Call
8921,8920,Call
8922,8919,Call
8922,8920,Call
8922,8921,Call
8924,8923,Call
8926,8924,Call
8926,8925,Call
8927,8926,Call
8928,8926,Call
8928,8927,Call
8929,8926,Call
8929,8928,Call
8930,8927,Call
8930,8928,Call
8930,8929,Call
8932,8931,Call
8934,8932,Call
8938,8937,Call
8940,8938,Call
8943,8942,Call
8945,8943,Call
8947,8946,Call
8949,8947,Call
8949,8948,Call
8950,1415,Call
8950,8949,Call
8951,8950,Call
8953,8952,Call
8955,8953,Call
8957,8955,Call
8957,8956,Call
8959,8955,Call
8959,8958,Call
8961,8955,Call
8961,8960,Call
8963,8957,Call
8963,8959,Call
8963,8961,Call
8963,8962,Call
8964,8963,Call
8967,8966,Call
8969,8967,Call
8971,8969,Call
8971,8970,Call
8973,8969,Call
8973,8972,Call
8975,8969,Call
8975,8974,Call
8977,8971,Call
8977,8973,Call
8977,8975,Call
8977,8976,Call
8978,8977,Call
8981,8980,Call
8983,8981,Call
8983,8982,Call
8984,1441,Call
8984,8983,Call
8985,1441,Call
8985,8983,Call
8985,8984,Call
8986,8984,Call
8986,8985,Call
8988,8987,Call
8990,8988,Call
8992,8990,Call
8992,8991,Call
8994,8990,Call
8994,8993,Call
8996,8990,Call
8996,8995,Call
8998,8992,Call
8998,8994,Call
8998,8996,Call
8998,8997,Call
8999,8998,Call
9002,9001,Call
9004,9002,Call
9006,9004,Call
9006,9005,Call
9008,9004,Call
9008,9007,Call
9010,9004,Call
9010,9009,Call
9012,9006,Call
9012,9008,Call
9012,9010,Call
9012,9011,Call
9013,9012,Call
9015,9014,Call
9017,9015,Call
9019,9017,Call
9019,9018,Call
9021,9017,Call
9021,9020,Call
9023,9017,Call
9023,9022,Call
9025,9019,Call
9025,9021,Call
9025,9023,Call
9025,9024,Call
9026,9025,Call
9028,9027,Call
9030,9028,Call
9032,9030,Call
9032,9031,Call
9034,9030,Call
9034,9033,Call
9036,9030,Call
9036,9035,Call
9038,9032,Call
9038,9034,Call
9038,9036,Call
9038,9037,Call
9039,9038,Call
9041,9040,Call
9043,9041,Call
9045,9043,Call
9045,9044,Call
9047,9043,Call
9047,9046,Call
9049,9043,Call
9049,9048,Call
9051,9045,Call
9051,9047,Call
9051,9049,Call
9051,9050,Call
9052,9051,Call
9054,9053,Call
9056,9054,Call
9058,9056,Call
9058,9057,Call
9060,9056,Call
9060,9059,Call
9062,9056,Call
9062,9061,Call
9064,9058,Call
9064,9060,Call
9064,9062,Call
9064,9063,Call
9065,9064,Call
9067,9066,Call
9069,9067,Call
9071,9069,Call
9071,9070,Call
9073,9069,Call
9073,9072,Call
9075,9069,Call
9075,9074,Call
9077,9071,Call
9077,9073,Call
9077,9075,Call
9077,9076,Call
9078,9077,Call
9080,9079,Call
9082,9080,Call
9084,9082,Call
9084,9083,Call
9086,9082,Call
9086,9085,Call
9088,9082,Call
9088,9087,Call
9090,9084,Call
9090,9086,Call
9090,9088,Call
9090,9089,Call
9091,9090,Call
9093,9092,Call
9095,9093,Call
9097,9095,Call
9097,9096,Call
9099,9095,Call
9099,9098,Call
9101,9095,Call
9101,9100,Call
9103,9097,Call
9103,9099,Call
9103,9101,Call
9103,9102,Call
9104,9103,Call
9106,9105,Call
9108,9106,Call
9110,9108,Call
9110,9109,Call
9112,9108,Call
9112,9111,Call
9114,9108,Call
9114,9113,Call
9116,9110,Call
9116,9112,Call
9116,9114,Call
9116,9115,Call
9117,9116,Call
9119,9118,Call
9121,9119,Call
9123,9121,Call
9123,9122,Call
9125,9121,Call
9125,9124,Call
9127,9121,Call
9127,9126,Call
9129,9123,Call
9129,9125,Call
9129,9127,Call
9129,9128,Call
9130,9129,Call
9132,9131,Call
9134,9132,Call
9136,9134,Call
9136,9135,Call
9138,9134,Call
9138,9137,Call
9140,9134,Call
9140,9139,Call
9142,9136,Call
9142,9138,Call
9142,9140,Call
9142,9141,Call
9143,9142,Call
9145,9144,Call
9147,9145,Call
9149,9147,Call
9149,9148,Call
9151,9147,Call
9151,9150,Call
9153,9147,Call
9153,9152,Call
9155,9149,Call
9155,9151,Call
9155,9153,Call
9155,9154,Call
9156,9155,Call
9158,9157,Call
9160,9158,Call
9162,9160,Call
9162,9161,Call
9164,9160,Call
9164,9163,Call
9166,9160,Call
9166,9165,Call
9168,9162,Call
9168,9164,Call
9168,9166,Call
9168,9167,Call
9169,9168,Call
9171,9170,Call
9173,9171,Call
9175,9173,Call
9175,9174,Call
9177,9173,Call
9177,9176,Call
9179,9173,Call
9179,9178,Call
9181,9175,Call
9181,9177,Call
9181,9179,Call
9181,9180,Call
9182,9181,Call
9184,9183,Call
9186,9184,Call
9188,9186,Call
9188,9187,Call
9190,9186,Call
9190,9189,Call
9192,9186,Call
9192,9191,Call
9194,9188,Call
9194,9190,Call
9194,9192,Call
9194,9193,Call
9195,9194,Call
9197,9196,Call
9199,9197,Call
9201,9199,Call
9201,9200,Call
9203,9199,Call
9203,9202,Call
9205,9199,Call
9205,9204,Call
9207,9201,Call
9207,9203,Call
9207,9205,Call
9207,9206,Call
9208,9207,Call
9210,9209,Call
9212,9210,Call
9214,9212,Call
9214,9213,Call
9216,9212,Call
9216,9215,Call
9218,9212,Call
9218,9217,Call
9220,9214,Call
9220,9216,Call
9220,9218,Call
9220,9219,Call
9221,9220,Call
9223,9222,Call
9225,9223,Call
9227,9225,Call
9227,9226,Call
9229,9225,Call
9229,9228,Call
9231,9225,Call
9231,9230,Call
9233,9227,Call
9233,9229,Call
9233,9231,Call
9233,9232,Call
9234,9233,Call
9236,9235,Call
9238,9236,Call
9240,9238,Call
9240,9239,Call
9242,9238,Call
9242,9241,Call
9244,9238,Call
9244,9243,Call
9246,9240,Call
9246,9242,Call
9246,9244,Call
9246,9245,Call
9247,9246,Call
9249,9248,Call
9251,9249,Call
9253,9251,Call
9253,9252,Call
9255,9251,Call
9255,9254,Call
9257,9251,Call
9257,9256,Call
9259,9253,Call
9259,9255,Call
9259,9257,Call
9259,9258,Call
9260,9259,Call
9262,9261,Call
9264,9262,Call
9266,9264,Call
9266,9265,Call
9268,9264,Call
9268,9267,Call
9270,9264,Call
9270,9269,Call
9272,9266,Call
9272,9268,Call
9272,9270,Call
9272,9271,Call
9273,9272,Call
9275,9274,Call
9277,9275,Call
9279,9277,Call
9279,9278,Call
9281,9277,Call
9281,9280,Call
9283,9277,Call
9283,9282,Call
9285,9279,Call
9285,9281,Call
9285,9283,Call
9285,9284,Call
9286,9285,Call
9288,9287,Call
9290,9288,Call
9292,9290,Call
9292,9291,Call
9294,9290,Call
9294,9293,Call
9296,9290,Call
9296,9295,Call
9298,9292,Call
9298,9294,Call
9298,9296,Call
9298,9297,Call
9299,9298,Call
9301,9300,Call
9303,9301,Call
9305,9303,Call
9305,9304,Call
9307,9303,Call
9307,9306,Call
9309,9303,Call
9309,9308,Call
9311,9305,Call
9311,9307,Call
9311,9309,Call
9311,9310,Call
9312,9311,Call
9314,9313,Call
9316,9314,Call
9318,9316,Call
9318,9317,Call
9320,9316,Call
9320,9319,Call
9322,9316,Call
9322,9321,Call
9324,9318,Call
9324,9320,Call
9324,9322,Call
9324,9323,Call
9325,9324,Call
9327,9326,Call
9329,9327,Call
9331,9329,Call
9331,9330,Call
9333,9329,Call
9333,9332,Call
9335,9329,Call
9335,9334,Call
9337,9331,Call
9337,9333,Call
9337,9335,Call
9337,9336,Call
9338,9337,Call
9340,9339,Call
9342,9340,Call
9344,9342,Call
9344,9343,Call
9346,9342,Call
9346,9345,Call
9348,9342,Call
9348,9347,Call
9350,9344,Call
9350,9346,Call
9350,9348,Call
9350,9349,Call
9351,9350,Call
9353,9352,Call
9355,9353,Call
9357,9355,Call
9357,9356,Call
9359,9355,Call
9359,9358,Call
9361,9355,Call
9361,9360,Call
9363,9357,Call
9363,9359,Call
9363,9361,Call
9363,9362,Call
9364,9363,Call
9366,9365,Call
9368,9366,Call
9370,9368,Call
9370,9369,Call
9372,9368,Call
9372,9371,Call
9374,9368,Call
9374,9373,Call
9376,9370,Call
9376,9372,Call
9376,9374,Call
9376,9375,Call
9377,9376,Call
9379,9378,Call
9381,9379,Call
9383,9381,Call
9383,9382,Call
9385,9381,Call
9385,9384,Call
9387,9381,Call
9387,9386,Call
9389,9383,Call
9389,9385,Call
9389,9387,Call
9389,9388,Call
9390,9389,Call
9392,9391,Call
9394,9392,Call
9396,9394,Call
9396,9395,Call
9398,9394,Call
9398,9397,Call
9400,9394,Call
9400,9399,Call
9402,9396,Call
9402,9398,Call
9402,9400,Call
9402,9401,Call
9403,9402,Call
9405,9404,Call
9407,9405,Call
9407,9409,Call
9409,9408,Call
9409,9419,Call
9411,9407,Call
9411,9410,Call
9413,1317,Call
9413,9407,Call
9413,9411,Call
9413,9412,Call
9415,1317,Call
9415,9407,Call
9415,9414,Call
9417,9416,Call
9417,9419,Call
9418,9409,Call
9418,9413,Call
9418,9415,Call
9418,9417,Call
9421,9420,Call
9423,9421,Call
9423,9422,Call
9424,9423,Call
9425,9423,Call
9425,9424,Call
9426,9423,Call
9426,9425,Call
9427,9424,Call
9427,9425,Call
9427,9426,Call
9429,9428,Call
9431,9429,Call
9431,9430,Call
9432,9431,Call
9433,9431,Call
9433,9432,Call
9434,9431,Call
9434,9433,Call
9435,9434,Call
9436,9432,Call
9436,9433,Call
9436,9434,Call
9436,9435,Call
9438,9437,Call
9440,9438,Call
9440,9439,Call
9441,9440,Call
9442,9440,Call
9442,9441,Call
9443,9440,Call
9443,9442,Call
9444,9441,Call
9444,9442,Call
9444,9443,Call
9446,9445,Call
9448,9446,Call
9450,9449,Call
9451,9450,Call
9453,9452,Call
9455,9453,Call
9457,1334,Call
9457,9455,Call
9457,9456,Call
9458,9457,Call
9460,9459,Call
9462,9460,Call
9464,1320,Call
9464,9462,Call
9464,9463,Call
9465,9464,Call
9466,9470,Call
9467,9466,Call
9467,9470,Call
9468,9467,Call
9468,9469,Call
9473,9474,Call
9473,9475,Call
9473,9476,Call
9477,9478,Call
9481,9480,Call
9483,9481,Call
9484,9483,Call
9486,9484,Call
9488,9486,Call
9490,9488,Call
9492,9490,Call
9494,9492,Call
9496,9494,Call
9498,9496,Call
9500,9498,Call
9502,9500,Call
9504,9502,Call
9506,9504,Call
9508,9506,Call
9510,9508,Call
9512,9510,Call
9514,9512,Call
9516,9514,Call
9518,9516,Call
9520,9518,Call
9522,9520,Call
9524,9522,Call
9526,9524,Call
9528,9526,Call
9530,9528,Call
9532,9530,Call
9534,9532,Call
9536,9534,Call
9538,9536,Call
9540,9538,Call
9542,9540,Call
9544,9542,Call
9546,9544,Call
9548,9546,Call
9550,9548,Call
9552,9550,Call
9554,9552,Call
9556,9554,Call
9558,9556,Call
9560,9558,Call
9562,9560,Call
9564,9562,Call
9566,9564,Call
9568,9566,Call
9570,9568,Call
9572,9570,Call
9574,9572,Call
9576,9574,Call
9578,9576,Call
9580,9578,Call
9582,9580,Call
9584,9582,Call
9586,9584,Call
9588,9586,Call
9590,9588,Call
9592,9590,Call
9594,9592,Call
9596,9594,Call
9598,9596,Call
9600,9598,Call
9602,9600,Call
9604,9602,Call
9606,9604,Call
9608,9606,Call
9610,9608,Call
9612,9610,Call
9614,9612,Call
9616,9614,Call
9618,9616,Call
9620,9618,Call
9622,9620,Call
9624,9622,Call
9626,9624,Call
9628,9626,Call
9630,9628,Call
9632,9630,Call
9634,9632,Call
9636,9634,Call
9638,9636,Call
9640,9638,Call
9642,9640,Call
9644,9642,Call
9646,9644,Call
9648,9646,Call
9650,9648,Call
9652,9650,Call
9654,9652,Call
9656,9654,Call
9658,9656,Call
9660,9658,Call
9662,9660,Call
9664,9662,Call
9666,9664,Call
9668,9666,Call
9670,9668,Call
9672,9670,Call
9674,9672,Call
9676,9674,Call
9678,9676,Call
9680,9678,Call
9681,9680,Call
9682,9681,Call
9685,9684,Call
9687,9686,Call
9689,9685,Call
9689,9687,Call
9689,9688,Call
9692,9691,Call
9694,9692,Call
9695,9694,Call
9697,9695,Call
9699,9697,Call
9701,9699,Call
9703,9701,Call
9705,9703,Call
9707,9705,Call
9709,9707,Call
9711,9709,Call
9713,9711,Call
9715,9713,Call
9717,9715,Call
9719,9717,Call
9721,9719,Call
9723,9721,Call
9725,9723,Call
9727,9725,Call
9729,9727,Call
9731,9729,Call
9733,9731,Call
9735,9733,Call
9737,9735,Call
9739,9737,Call
9741,9739,Call
9743,9741,Call
9745,9743,Call
9747,9745,Call
9749,9747,Call
9751,9749,Call
9753,9751,Call
9755,9753,Call
9757,9755,Call
9759,9757,Call
9761,9759,Call
9763,9761,Call
9765,9763,Call
9767,9765,Call
9769,9767,Call
9771,9769,Call
9773,9771,Call
9775,9773,Call
9777,9775,Call
9779,9777,Call
9781,9779,Call
9783,9781,Call
9785,9783,Call
9787,9785,Call
9789,9787,Call
9791,9789,Call
9793,9791,Call
9795,9793,Call
9797,9795,Call
9799,9797,Call
9801,9799,Call
9803,9801,Call
9805,9803,Call
9807,9805,Call
9809,9807,Call
9811,9809,Call
9813,9811,Call
9815,9813,Call
9817,9815,Call
9819,9817,Call
9821,9819,Call
9823,9821,Call
9825,9823,Call
9827,9825,Call
9829,9827,Call
9831,9829,Call
9833,9831,Call
9835,9833,Call
9837,9835,Call
9839,9837,Call
9841,9839,Call
9843,9841,Call
9845,9843,Call
9847,9845,Call
9849,9847,Call
9851,9849,Call
9853,9851,Call
9855,9853,Call
9857,9855,Call
9859,9857,Call
9861,9859,Call
9863,9861,Call
9865,9863,Call
9867,9865,Call
9869,9867,Call
9871,9869,Call
9873,9871,Call
9875,9873,Call
9877,9875,Call
9879,9877,Call
9881,9879,Call
9883,9881,Call
9885,9883,Call
9887,9885,Call
9889,9887,Call
9891,9889,Call
9892,9891,Call
9893,9892,Call
9898,1304,Call
9899,9898,Call
9901,1428,Call
9902,9901,Call
9904,1462,Call
9905,9904,Call
9911,9910,Call
9912,9907,Call
9912,9908,Call
9912,9911,Call
9915,8225,Call
9916,8224,Call
9918,8226,Call
17604,17956,Call
17605,17956,Call
17606,17956,Call
17607,17956,Call
17608,17956,Call
17625,17623,Call
17648,17730,Call
17664,17636,Call
17670,17730,Call
17672,17664,Call
17672,17666,Call
17672,17668,Call
17693,17730,Call
17695,17638,Call
17702,17689,Call
17704,17689,Call
17711,17695,Call
17711,17698,Call
17711,17700,Call
17711,17702,Call
17711,17704,Call
17711,17706,Call
17716,17709,Call
17716,17711,Call
17718,17638,Call
17722,17687,Call
17725,17714,Call
17725,17716,Call
17725,17718,Call
17732,17730,Call
17740,17945,Call
17756,17787,Call
17756,17799,Call
17759,17775,Call
17766,17799,Call
17775,17817,Call
17775,17856,Call
17775,17864,Call
17787,17799,Call
17787,17805,Call
17799,17775,Call
17799,17895,Call
17802,17648,Call
17802,17691,Call
17802,17693,Call
17802,17714,Call
17802,17732,Call
17805,17799,Call
17805,17802,Call
17805,17895,Call
17817,17856,Call
17856,17864,Call
17864,17856,Call
17870,17856,Call
17870,17864,Call
17870,17945,Call
17870,18023,Call
17874,17872,Call
17882,17650,Call
17882,17895,Call
17945,17799,Call
17945,17817,Call
17945,17856,Call
17945,17895,Call
17956,17856,Call
17956,17930,Call
17956,17934,Call
17956,17945,Call
20211,20212,Call
20211,20213,Call
20211,20214,Call
20211,20215,Call
20211,20216,Call
20217,20218,Call
20217,20219,Call
20217,20220,Call
20217,20221,Call
20217,20222,Call
20217,20225,Call
20217,20226,Call
20217,20227,Call
20217,20230,Call
20217,20231,Call
20217,20232,Call
20217,20233,Call
20217,20234,Call
20217,20235,Call
20217,20236,Call
20217,20237,Call
20217,20238,Call
20217,20239,Call
20217,20240,Call
20217,20241,Call
20217,20242,Call
20217,20243,Call
20217,20244,Call
20217,20245,Call
20217,20246,Call
20217,20247,Call
20217,20248,Call
20217,20249,Call
20217,20250,Call
20217,20251,Call
20217,20252,Call
20217,20253,Call
20217,20254,Call
20217,20256,Call
20217,20257,Call
20217,20258,Call
20217,20259,Call
20217,20260,Call
20217,20261,Call
20217,20265,Call
20217,20267,Call
20217,20268,Call
20222,31236,Call
20222,31237,Call
20225,31238,Call
20225,31244,Call
20226,31239,Call
20226,31250,Call
20241,31143,Call
20241,31151,Call
20242,31144,Call
20247,20232,Call
20247,20239,Call
20247,20251,Call
20253,31280,Call
20253,31286,Call
20254,31281,Call
20261,31157,Call
20261,31158,Call
20261,31159,Call
20261,31160,Call
20265,31161,Call
20265,31169,Call
31141,31142,Call
31141,31143,Call
31141,31144,Call
31142,31144,Call
31145,31146,Call
31146,28557,Call
31146,28737,Call
31146,31211,Call
31146,31342,Call
31151,31146,Call
31153,31154,Call
31154,31200,Call
31154,31201,Call
31155,31156,Call
31155,31157,Call
31155,31158,Call
31155,31159,Call
31155,31160,Call
31155,31161,Call
31155,31169,Call
31156,22181,Call
31156,31165,Call
31169,31156,Call
31169,31157,Call
31169,31158,Call
31169,31159,Call
31169,31160,Call
31169,31337,Call
31175,31176,Call
31183,31184,Call
31184,22551,Call
31184,31176,Call
31184,31191,Call
31205,31206,Call
31206,31211,Call
31206,31215,Call
31207,31206,Call
31210,31211,Call
31211,31253,Call
31211,31315,Call
31211,31316,Call
31214,31215,Call
31215,31298,Call
31215,31306,Call
31215,31307,Call
31234,31235,Call
31234,31236,Call
31234,31237,Call
31234,31238,Call
31234,31239,Call
31234,31244,Call
31234,31250,Call
31244,31154,Call
31244,31235,Call
31244,31236,Call
31244,31237,Call
31244,31338,Call
31250,31156,Call
31252,31253,Call
31260,31261,Call
31261,31176,Call
31261,31184,Call
31261,31264,Call
31261,31265,Call
31261,31339,Call
31261,31340,Call
31271,31272,Call
31278,31279,Call
31278,31280,Call
31278,31281,Call
31279,31281,Call
31286,31261,Call
31288,31289,Call
31289,31215,Call
31289,31292,Call
31289,31293,Call
31289,31341,Call
31297,31298,Call
31336,31206,Call
31337,17605,Call
31338,17604,Call
